"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_fill_n_a<double*, unsigned long, double, double>(double*, unsigned long, double const&, std::allocator<double>&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::uninitialized_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__uninitialized_fill_n<true>::__uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::fill_n<double*, unsigned long, double>(double*, unsigned long, double const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__fill_n_a<double*, unsigned long, double>(double*, unsigned long, double const&, std::random_access_iterator_tag)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__fill_a<double*, double>(double*, double*, double const&)"
"0","<0.1%","0.2%","0.2%","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::operator[](unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >*, std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned int const&>&&, std::tuple<>&&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::allocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int const&) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash(unsigned long, unsigned long const&)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> const*, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_allocate_buckets(unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*) const"
"0","<0.1%","0.8%","0.8%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","2.5%","2.5%","","","","std::sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, Work_Local_Map>(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, Work_Local_Map)"
"0","<0.1%","2.2%","2.2%","","","","std::__sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>) [inlined]"
"0","<0.1%","2.1%","2.1%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","2.1%","2.1%","","","","std::__unguarded_partition<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.6%","0.6%","","","","std::iter_swap<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > > >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >)"
"0","<0.1%","1.5%","1.5%","","","","__gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>::operator()<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > > >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >)"
"0","<0.1%","1.0%","1.0%","","","","Work_Local_Map::operator()(Work_Packet const&, Work_Packet const&)"
"0","<0.1%","0.3%","0.3%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","0.3%","0.3%","","","","std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned int const&, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned int const&, unsigned long, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned int const&) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__move_median_to_first<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet"
"0","<0.1%","0.3%","0.3%","","","","std::__sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.3%","0.3%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.3%","0.3%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::__ops::_Val_comp_iter<Work_Local_Map>::operator()<Work_Packet, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > > >(Work_Packet&, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >)"
"0","<0.1%","0.2%","0.2%","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::~unordered_map() [inlined]"
"0","<0.1%","0.1%","0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear()"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","0.1%","0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","0.1%","0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >&, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*, unsigned long)"
"0","<0.1%","0.1%","0.1%","","","","__gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >::deallocate(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*, unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, unsigned int>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned int const&) const"
"0","<0.1%","0.1%","0.1%","","","","Mesh::get_on_rank_cell(unsigned int) const"
"0","<0.1%","2.1%","2.1%","","","","r123::Threefry2x64_R<20u>::operator()(r123array2x64, r123array2x64)"
"0","<0.1%","<0.1%","<0.1%","","","","Cell::get_distance_to_boundary(double const*, double const*, unsigned int&) const"
"0","<0.1%","0.5%","0.5%","","","","get_uniform_angle(double*, RNG*)"
"0","<0.1%","<0.1%","<0.1%","","","","Photon::reflect(unsigned int)"
"0","<0.1%","0.1%","0.1%","","","","sample_emission_group(RNG*, Cell const&)"
"0","<0.1%","0.2%","0.2%","","","","Source::get_initial_census_photon(Photon&, Work_Packet&, double const&, double const&, RNG*)"
"0","<0.1%","0.2%","0.2%","","","","Work_Packet::uniform_position_in_cell(RNG*, double*) const"
"0","<0.1%","1.4%","1.4%","","","","Source::get_emission_photon(Photon&, Work_Packet&, double const&, double const&, RNG*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::basic_ios<char, std::char_traits<char> >::widen(char) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::ctype<char>::widen(char) const"
"0","<0.1%","0.8%","0.8%","","","","std::vector<Photon, std::allocator<Photon"
"0","<0.1%","0.6%","0.6%","","","","std::vector<Photon, std::allocator<Photon> >::_S_relocate(Photon*, Photon*, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.6%","0.6%","","","","std::vector<Photon, std::allocator<Photon> >::_S_do_relocate(Photon*, Photon*, Photon*, std::allocator<Photon>&, std::integral_constant<bool, true>)"
"0","<0.1%","0.6%","0.6%","","","","std::__relocate_a<Photon*, Photon*, std::allocator<Photon> >(Photon*, Photon*, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.5%","0.5%","","","","std::__relocate_a_1<Photon*, Photon*, std::allocator<Photon> >(Photon*, Photon*, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.5%","0.5%","","","","std::__relocate_object_a<Photon, Photon, std::allocator<Photon> >(Photon*, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.5%","0.5%","","","","std::allocator_traits<std::allocator<Photon> >::construct<Photon, Photon>(std::allocator<Photon>&, Photon*, Photon&&)"
"0","<0.1%","1.6%","1.6%","","","","std::_Vector_base<Photon, std::allocator<Photon> >::_M_deallocate(Photon*, unsigned long)"
"0","<0.1%","1.6%","1.6%","","","","std::allocator_traits<std::allocator<Photon> >::deallocate(std::allocator<Photon>&, Photon*, unsigned long)"
"0","<0.1%","1.6%","1.6%","","","","__gnu_cxx::new_allocator<Photon>::deallocate(Photon*, unsigned long) [inlined]"
"0","<0.1%","0.4%","0.4%","","","","std::vector<Photon, std::allocator<Photon> >::push_back(Photon const&)"
"0","<0.1%","0.4%","0.4%","","","","std::allocator_traits<std::allocator<Photon> >::construct<Photon, Photon const&>(std::allocator<Photon>&, Photon*, Photon const&)"
"0","<0.1%","5.4%","5.4%","","","","std::sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > > >(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >)"
"0","<0.1%","5.4%","5.4%","","","","std::__sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","5.0%","5.0%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","1.3%","1.3%","","","","std::__unguarded_partition<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","1.3%","1.3%","","","","std::iter_swap<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > > >(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > > >(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >) const"
"0","<0.1%","<0.1%","<0.1%","","","","Photon::operator<(Photon const&) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__move_median_to_first<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","0.4%","0.4%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon"
"0","<0.1%","0.4%","0.4%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","Timer::start_timer(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, true>*, unsigned long) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","Mesh::update_temperature(std::vector<double, std::allocator<double"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double> >::assign(unsigned long, double const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double"
"0","<0.1%","0.2%","0.2%","0.2%","","","imc_replicated_driver(Mesh&, IMC_State&, IMC_Parameters const&, MPI_Types const&, Info const&)"
"0","<0.1%","0.5%","0.5%","","","","Source::~Source()"
"0","<0.1%","0.5%","0.5%","","","","std::vector<Work_Packet, std::allocator<Work_Packet> >::~vector()"
"0","<0.1%","0.5%","0.5%","","","","std::_Vector_base<Work_Packet, std::allocator<Work_Packet> >::~_Vector_base()"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","IMC_State::print_conservation(unsigned int)"
"0","<0.1%","1.2%","1.2%","","","","std::vector<Photon, std::allocator<Photon> >::operator=(std::vector<Photon, std::allocator<Photon> >&&)"
"0","<0.1%","1.2%","1.2%","","","","std::vector<Photon, std::allocator<Photon> >::_M_move_assign(std::vector<Photon, std::allocator<Photon> >&&, std::integral_constant<bool, true>)"
"0","<0.1%","1.4%","1.4%","","","","std::vector<Photon, std::allocator<Photon> >::~vector()"
"0","<0.1%","1.4%","1.4%","","","","std::_Vector_base<Photon, std::allocator<Photon> >::~_Vector_base()"
"0","<0.1%","<0.1%","<0.1%","","","","Mesh::initialize_physical_properties(Input const&)"
