"depth","Self","Total","Child","MPI","Overhead","Regions","Function"
"0","<0.1%","2.9%","2.9%","","","","std::sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, Work_Local_Map>(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, Work_Local_Map)"
"0","<0.1%","2.9%","2.9%","","","","std::__sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>) [inlined]"
"0","<0.1%","2.5%","2.5%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","2.4%","2.4%","","","","std::__unguarded_partition<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.9%","0.9%","","","","std::iter_swap<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > > >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >)"
"0","<0.1%","0.9%","0.9%","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::operator[](unsigned int&&)"
"0","<0.1%","0.9%","0.9%","","","","std::__detail::_Map_base<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned int&&)"
"0","<0.1%","0.3%","0.3%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const"
"0","<0.1%","0.3%","0.3%","","","","std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*) const"
"0","<0.1%","0.3%","0.3%","","","","std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned int const&, unsigned long) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, bool>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned int const&, unsigned long, unsigned long) const"
"0","<0.1%","0.4%","0.4%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet"
"0","<0.1%","0.4%","0.4%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Iter_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.2%","0.2%","","","","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Val_comp_iter<Work_Local_Map> >(__gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >, __gnu_cxx::__ops::_Val_comp_iter<Work_Local_Map>)"
"0","<0.1%","0.2%","0.2%","","","","__gnu_cxx::__ops::_Val_comp_iter<Work_Local_Map>::operator()<Work_Packet, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > > >(Work_Packet&, __gnu_cxx::__normal_iterator<Work_Packet*, std::vector<Work_Packet, std::allocator<Work_Packet> > >) [inlined]"
"0","<0.1%","0.2%","0.2%","","","","std::unordered_map<unsigned int, bool, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, bool> > >::~unordered_map()"
"0","<0.1%","0.2%","0.2%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear()"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::deallocate(std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> >&, std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false>*, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets()"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Hashtable<unsigned int, std::pair<unsigned int const, bool>, std::allocator<std::pair<unsigned int const, bool> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, bool>, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long)"
"0","<0.1%","0.2%","0.2%","","","","Mesh::get_on_rank_cell(unsigned int) const"
"0","<0.1%","3.7%","3.7%","","","","RNG::generate_random_number() const"
"0","<0.1%","2.9%","2.9%","","","","(anonymous namespace)::_ran(unsigned long*)"
"0","<0.1%","2.4%","2.4%","","","","r123::Threefry2x64_R<20u>::operator()(r123array2x64, r123array2x64)"
"0","<0.1%","<0.1%","<0.1%","","","","std::unordered_map<unsigned int, Cell, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, Cell> > >::at(unsigned int const&) const"
"0","<0.1%","0.3%","0.3%","","","","Cell::get_distance_to_boundary(double const*, double const*, unsigned int&) const"
"0","<0.1%","1.0%","1.0%","","","","std::vector<Photon, std::allocator<Photon> >::_M_realloc_insert<Photon const&>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, Photon const&)"
"0","<0.1%","0.7%","0.7%","","","","std::__uninitialized_move_if_noexcept_a<Photon*, Photon*, std::allocator<Photon> >(Photon*, Photon*, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.7%","0.7%","","","","std::__uninitialized_copy_a<std::move_iterator<Photon*>, Photon*, Photon>(std::move_iterator<Photon*>, std::move_iterator<Photon*>, Photon*, std::allocator<Photon>&)"
"0","<0.1%","0.7%","0.7%","","","","std::uninitialized_copy<std::move_iterator<Photon*>, Photon*>(std::move_iterator<Photon*>, std::move_iterator<Photon*>, Photon*)"
"0","<0.1%","0.3%","0.3%","","","","std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Photon*>, Photon*>(std::move_iterator<Photon*>, std::move_iterator<Photon*>, Photon*)"
"0","<0.1%","2.1%","2.1%","","","","std::_Vector_base<Photon, std::allocator<Photon> >::_M_deallocate(Photon*, unsigned long)"
"0","<0.1%","2.1%","2.1%","","","","std::allocator_traits<std::allocator<Photon> >::deallocate(std::allocator<Photon>&, Photon*, unsigned long)"
"0","<0.1%","2.1%","2.1%","","","","__gnu_cxx::new_allocator<Photon>::deallocate(Photon*, unsigned long) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::_Vector_base<Photon, std::allocator<Photon> >::_M_allocate(unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","std::allocator_traits<std::allocator<Photon> >::allocate(std::allocator<Photon>&, unsigned long)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::new_allocator<Photon>::allocate(unsigned long, void const*) [inlined]"
"0","<0.1%","0.3%","0.3%","","","","std::allocator_traits<std::allocator<Photon> >::construct<Photon, Photon const&>(std::allocator<Photon>&, Photon*, Photon const&)"
"0","<0.1%","6.4%","6.4%","","","","std::sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > > >(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >)"
"0","<0.1%","5.8%","5.8%","","","","std::__sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","5.8%","5.8%","","","","std::__introsort_loop<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, long, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","5.8%","5.8%","","","","std::__unguarded_partition_pivot<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","5.8%","5.8%","","","","__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >::operator+(long) const [inlined]"
"0","<0.1%","0.6%","0.6%","","","","std::__sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter) [inlined]"
"0","<0.1%","0.6%","0.6%","","","","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon"
"0","<0.1%","0.6%","0.6%","","","","std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Iter_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >, __gnu_cxx::__ops::_Val_less_iter)"
"0","<0.1%","<0.1%","<0.1%","","","","__gnu_cxx::__ops::_Val_less_iter::operator()<Photon, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > > >(Photon&, __gnu_cxx::__normal_iterator<Photon*, std::vector<Photon, std::allocator<Photon> > >) const"
"0","<0.1%","<0.1%","<0.1%","","","","Photon::operator<(Photon const&) const"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double> >::assign(unsigned long, double const&) [inlined]"
"0","<0.1%","<0.1%","<0.1%","","","","std::vector<double, std::allocator<double"
"0","<0.1%","0.6%","0.6%","","","","Source::~Source()"
"0","<0.1%","0.6%","0.6%","","","","std::vector<Work_Packet, std::allocator<Work_Packet> >::~vector()"
"0","<0.1%","0.6%","0.6%","","","","std::_Vector_base<Work_Packet, std::allocator<Work_Packet> >::~_Vector_base()"
"0","<0.1%","<0.1%","<0.1%","<0.1%","","","IMC_State::print_conservation(unsigned int)"
"0","<0.1%","0.2%","0.2%","","","","get_photon_list_E(std::vector<Photon, std::allocator<Photon> > const&)"
"0","<0.1%","1.6%","1.6%","","","","std::vector<Photon, std::allocator<Photon> >::operator=(std::vector<Photon, std::allocator<Photon> >&&)"
"0","<0.1%","1.6%","1.6%","","","","std::vector<Photon, std::allocator<Photon> >::_M_move_assign(std::vector<Photon, std::allocator<Photon> >&&, std::integral_constant<bool, true>)"
"0","<0.1%","1.8%","1.8%","","","","std::vector<Photon, std::allocator<Photon> >::~vector()"
"0","<0.1%","1.8%","1.8%","","","","std::_Vector_base<Photon, std::allocator<Photon> >::~_Vector_base()"
"0","<0.1%","<0.1%","<0.1%","","","","Mesh::initialize_physical_properties(Input const&)"
"0","<0.1%","<0.1%","<0.1%","","","","<unknown>"
